id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
29677967,Lovely and Chic 3-Bed Apartment in Lesseps,223132913,Cristina,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40246,2.14617,Entire home/apt,65,2,24,2019-11-04,2.02,15,354
29678235,LOCATION! Sunny PVT Bedroom steps from the BEACH!,14526432,Federico,Ciutat Vella,la Barceloneta,41.37719,2.18761,Private room,60,6,0,,,1,302
29678584,Modern & Chic 2 Bed Apt in Lesseps,223132913,Cristina,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40369,2.14504,Entire home/apt,70,2,33,2019-11-04,2.85,15,332
29678846,Discover Barcelona 3 Bis,168678203,Jaime,Sants-Montjuïc,el Poble Sec,41.37375,2.16023,Entire home/apt,120,3,37,2019-10-21,3.02,6,331
29678940,Room in the center with private bathroom-La Rambla,132029808,Jai,Ciutat Vella,el Barri Gòtic,41.37789,2.17614,Private room,45,2,49,2019-10-15,3.95,1,81
29678978,Habitación económica para pareja 6,168596223,Olí,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39741,2.14763,Private room,35,3,0,,,8,90
29681142,Acogedor piso de dos habitaciones en l'Eixample,222866564,Eli,Eixample,la Nova Esquerra de l'Eixample,41.38118,2.14713,Entire home/apt,90,2,25,2019-11-04,2.21,3,167
29681778,Lovely and Colorful 2-Bed with balcony in Lesseps.,223132913,Cristina,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40285,2.14496,Entire home/apt,65,2,23,2019-10-27,1.93,15,336
29682495,Modern 3-Bed with terrace in Lesseps,223132913,Cristina,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39944,2.14965,Entire home/apt,65,2,26,2019-10-24,2.47,15,351
29682519,Modern three bedroom apartment in l'Eixample,222866564,Eli,Eixample,la Nova Esquerra de l'Eixample,41.38148,2.14825,Entire home/apt,100,2,38,2019-11-04,3.13,3,141
29694813,Lovely 1-Bed Penthouse in Lesseps,223132913,Cristina,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40312,2.14657,Entire home/apt,59,2,37,2019-10-20,3.09,15,332
29695195,Newly renovated apartment 1 block from Beachfront,22647997,Aurelia Inés,Sant Martí,el Poblenou,41.40144,2.20751,Entire home/apt,74,31,2,2019-09-27,0.71,3,21
29696685,Luxury & Elegant Apartment in the centre,223473665,Mònica - Blau Apartment,Eixample,l'Antiga Esquerra de l'Eixample,41.39168,2.15843,Entire home/apt,310,4,3,2019-07-21,0.29,2,321
29697224,6-ROOMS HOSTEL FOR RENT - BARCELONA CENTER,223478478,Tariffy,Eixample,Sant Antoni,41.37816,2.15438,Private room,628,1,19,2019-10-13,1.53,5,307
29699972,Beautiful & Luxury Apartment centrally-located,223473665,Mònica - Blau Apartment,Eixample,l'Antiga Esquerra de l'Eixample,41.3901,2.15381,Entire home/apt,270,4,8,2019-10-15,1.09,2,307
29701516,Appartement élégant au centre de Barcelone,199506625,Hind,Horta-Guinardó,Montbau,41.42953,2.14171,Entire home/apt,27,2,50,2019-11-03,5.73,1,113
29702487,Sea views & Barcelona skyline ensuite room,223516237,Javier,Sant Martí,la Vila Olímpica del Poblenou,41.39092,2.1994,Entire home/apt,90,1,5,2019-10-14,0.83,1,227
29704974,Astonishing Studio suite in the heart of BCN,6369081,Nenad,Ciutat Vella,el Raval,41.38572,2.16503,Entire home/apt,100,3,71,2019-11-08,5.88,2,313
29716213,Double bedroom in city center!!,223600730,Carlos,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38604,2.18302,Private room,25,2,24,2019-11-01,2.36,1,139
29718808,Habitación para alquilar por días y horas,218093693,Anna,Sant Martí,la Verneda i la Pau,41.42617,2.20367,Private room,30,5,0,,,1,0
29719922,Duplex Loft with Terrace for minimum stay of 32 nights in Barcelona!,223607690,Short Stay Group,Ciutat Vella,el Barri Gòtic,41.38152,2.17376,Private room,84,1,0,,,5,324
29720614,One Bedroom Apartment Rambla Deluxe for 32+ night stay!,223607690,Short Stay Group,Ciutat Vella,el Barri Gòtic,41.38122,2.17394,Private room,84,1,0,,,5,192
29720806,Two Bedroom Apartment Ramblas Deluxe for minimum stay of 32 night in Barcelona!,223607690,Short Stay Group,Ciutat Vella,el Barri Gòtic,41.38052,2.17534,Private room,84,1,0,,,5,322
29720919,Duplex Two Bedroom Apartment Ramblas Deluxe for minimum of 32 nights in Barcelona!,223607690,Short Stay Group,Ciutat Vella,el Barri Gòtic,41.38036,2.17424,Private room,84,1,0,,,5,330
29721428,Studio Ramblas Deluxe for a minimum of 32 nights in beautiful Barcelona!,223607690,Short Stay Group,Ciutat Vella,el Barri Gòtic,41.38114,2.17437,Entire home/apt,84,1,0,,,5,348
29725762,Perfectly Located One Bedroom Apartment in Les Corts Area,223626806,Short Stay Group,Les Corts,les Corts,41.38729,2.13472,Private room,84,1,2,2019-10-23,2,3,352
29725929,2 Bedroom Apartment close to football stadium Camp Nou!,223626806,Short Stay Group,Les Corts,les Corts,41.38643,2.13459,Private room,84,1,8,2019-10-15,0.92,3,356
29726058,Gorgeous Extended Stay One Bedroom Apartment Close to Football Ground (min. stay 32+ nights),223626806,Short Stay Group,Les Corts,les Corts,41.3878,2.13455,Private room,84,32,0,,,3,336
29729172,One Bedroom Apartment in Down Town Portaferrissa,223646841,Short Stay Group,Ciutat Vella,el Barri Gòtic,41.38293,2.17265,Entire home/apt,84,1,1,2019-08-03,0.30,2,312
29729273,2 Bedroom Apartment in Barcelona's Down Town Portaferrissa,223646841,Short Stay Group,Ciutat Vella,el Barri Gòtic,41.38346,2.17364,Private room,84,1,16,2019-10-19,1.48,2,358
29730539,Luminosa habitación en ático compartido en Gracia,36607755,Igor,Gràcia,la Vila de Gràcia,41.40641,2.14982,Private room,28,31,0,,,98,313
29731988,Habitación exterior confortable con balcón.,216622533,Felip,Ciutat Vella,el Raval,41.37917,2.16426,Private room,30,1,36,2019-11-03,3.11,2,124
29733083,Habitación privada el corazón de Barcelona,223675537,Lino,Sants-Montjuïc,Sants,41.37617,2.13087,Private room,50,1,34,2019-11-05,3.24,1,362
29734904,Room for rent,113887736,Hassan,Eixample,la Sagrada Família,41.40276,2.17846,Private room,25,2,102,2019-11-06,8.38,1,6
29738412,Amazing Roman Walls Double Suite in Gothic - Born,223723154,Khatir,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38942,2.18056,Private room,119,1,19,2019-10-22,2.79,2,356
29747903,Modern and Centric 1 Bedroom Apartment to capture Bacelona's soul!,223777042,Short Stay Group,Ciutat Vella,el Raval,41.38244,2.17063,Private room,83,1,0,,,2,356
29748027,Authentic Studio in the Heart of Barcelona,223777042,Short Stay Group,Ciutat Vella,el Raval,41.38182,2.17064,Private room,83,1,8,2019-10-07,1.30,2,364
29750964,"Loft in Arc de Triomf Barcelona with terrace, pool",171236207,Apartment Barcelona,Eixample,el Fort Pienc,41.39377,2.18134,Entire home/apt,150,32,0,,,114,361
29750978,Loft in Barcelona city centre with terrace & pool,171236207,Apartment Barcelona,Eixample,el Fort Pienc,41.39281,2.17912,Entire home/apt,130,32,0,,,114,363
29754046,Estudio/despacho de lujo,223840352,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.3907,2.15792,Private room,300,2,1,2018-12-10,0.09,1,89
29754217,Habitacion individual Barcelona,190413554,Jennifer,Horta-Guinardó,Sant Genís dels Agudells,41.42511,2.13936,Private room,30,1,11,2019-10-26,1.57,2,364
29754307,dip1 MODERN 1 BED FLAT NEXT OLD TOWN,1447144,Acomodis Apartments,Eixample,l'Antiga Esquerra de l'Eixample,41.38449,2.15931,Entire home/apt,90,1,2,2019-05-06,0.23,90,291
29754735,Happy People Sagrada Familia Gaudi 2 rooms Apartment,220045133,Happy People,Eixample,la Sagrada Família,41.40362,2.17579,Entire home/apt,3000,1,1,2019-04-16,0.14,7,4
29756825,Big room @ Plaza Universitat w/private bathroom,223869554,Clayton,Eixample,l'Antiga Esquerra de l'Eixample,41.38537,2.15973,Private room,69,1,50,2019-10-21,4.37,2,152
29757128,The Gaudi Suites I,2819397,Leslie,Eixample,la Dreta de l'Eixample,41.396,2.16898,Entire home/apt,205,3,1,2019-03-07,0.12,31,347
29757878,3tnf A GREAT HOLIDAY EXPERIENCE IN BARCELONA!!! :),3911721,Aurora,Sants-Montjuïc,el Poble Sec,41.37312,2.16687,Entire home/apt,90,1,0,,,40,113
29757898,Romantic luxury and cozy i,222058736,Sara,Sarrià-Sant Gervasi,el Putxet i el Farró,41.4014,2.14974,Entire home/apt,130,30,3,2019-10-16,0.45,3,343
29769496,Apartamento en Poble Sec,223977716,Blanca,Sants-Montjuïc,el Poble Sec,41.37258,2.15975,Entire home/apt,80,30,0,,,1,48
29770105,Habitación por Sagrada Familia,101786647,Francisco,Sant Andreu,Navas,41.41918,2.18104,Private room,17,1,38,2019-10-08,3.32,2,302
29773025,Double Room with amazing views and private terrace,224003081,Lola Y Franz,Gràcia,la Vila de Gràcia,41.39991,2.16376,Private room,70,1,9,2019-09-29,1.05,1,40
29776079,Superb and confy room at Santa Catalina market,193739947,Andre,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38767,2.17949,Private room,50,2,33,2019-11-03,2.83,2,153
29778237,Beautiful apartment in the city center,57986861,Ale Y Erick,Ciutat Vella,el Raval,41.38064,2.16691,Entire home/apt,80,2,12,2019-10-22,1.41,1,25
29778829,Doble room + priv bathroom close to PlazaCatalunya,4453666,Kiko,Eixample,l'Antiga Esquerra de l'Eixample,41.38717,2.1562,Private room,35,2,8,2019-10-30,0.94,1,49
29788449,ROOM MESTRAL,157115969,Pedro,Eixample,la Nova Esquerra de l'Eixample,41.38323,2.15201,Private room,53,2,49,2019-10-21,4.34,3,167
29789376,Barcelona Central room for two,23602270,Anna,Sants-Montjuïc,Hostafrancs,41.37256,2.14514,Private room,30,2,0,,,4,0
29789834,Barcelona Central individual room,23602270,Anna,Sants-Montjuïc,Hostafrancs,41.37316,2.14641,Private room,25,2,4,2019-09-16,0.39,4,37
29790008,Barcelona Central room for one,23602270,Anna,Sants-Montjuïc,Hostafrancs,41.37346,2.14489,Private room,25,2,0,,,4,37
29790364,Roomy & bright 7 beds apt with terrace,29227330,Romina,Eixample,el Fort Pienc,41.40208,2.18352,Entire home/apt,120,3,38,2019-10-31,3.12,2,309
29793196,cozy apartment in poble nou,2036240,Juan,Sant Martí,Provençals del Poblenou,41.40667,2.19754,Private room,55,2,11,2019-10-19,3.47,1,22
29793555,Barcelona CCIB and Diagonal Mar,144856906,Carolina & Fernando,Sant Martí,Provençals del Poblenou,41.411,2.20931,Private room,39,5,11,2019-10-18,2.29,5,333
29794639,Cozy Loft in Gracia,19939469,Riccardo,Gràcia,la Vila de Gràcia,41.40367,2.15295,Private room,128,2,0,,,1,0
29794839,Tucson Suites,2819397,Leslie,Eixample,la Sagrada Família,41.40586,2.17086,Entire home/apt,225,7,2,2019-02-16,0.19,31,340
29795864,Charming double room in the city centre,210346946,Egor,Sants-Montjuïc,el Poble Sec,41.3738,2.17403,Private room,32,15,7,2019-05-20,0.59,2,53
29800179,Cozy double room w/ private bathroom at BCN center,221835859,Mariana,Ciutat Vella,el Raval,41.38181,2.16498,Private room,51,1,77,2019-11-02,6.81,1,80
29806150,Verdi Cozy,1326380,Oriol,Gràcia,la Vila de Gràcia,41.40766,2.15525,Entire home/apt,41,30,2,2019-05-18,0.19,2,156
29809236,Acogedora habitación a pocos minutos de Parc Güell,128680679,Ana,Horta-Guinardó,la Teixonera,41.4227,2.14768,Private room,23,1,42,2019-10-15,3.62,1,52
29809852,Individual first Sagrada Familia,130160811,Ernest,Eixample,la Sagrada Família,41.40334,2.17098,Private room,19,30,5,2019-10-10,0.90,4,352
29810948,Room with balcony in city center,37874105,Lily,Ciutat Vella,el Barri Gòtic,41.38015,2.17698,Private room,39,3,19,2019-10-18,3.39,1,360
29814050,Happy People Sagrada Familia Gaudi Amazing luxury apartment for 7 People,220045133,Happy People,Eixample,la Sagrada Família,41.40314,2.17426,Entire home/apt,3000,1,8,2019-02-24,0.68,7,360
29816961,The Hipstel Paseo de Gracia Hostel BED IN DORM 6,23968212,The Hipstel Paseo De Gracia,Eixample,la Dreta de l'Eixample,41.3915,2.16273,Hotel room,120,1,12,2019-09-11,1.03,11,3
29817908,The Hipstel Paseo de Gracia Hostel 1 Female DORM 6,23968212,The Hipstel Paseo De Gracia,Eixample,la Dreta de l'Eixample,41.39326,2.16225,Hotel room,120,1,4,2019-09-08,0.43,11,349
29819144,Trendy and quiet studio,168091065,Long Term Apartments,Eixample,la Dreta de l'Eixample,41.39185,2.1768,Entire home/apt,60,31,1,2019-06-30,0.23,24,128
29819343,Eixample Urgell,3039107,Manuel,Eixample,l'Antiga Esquerra de l'Eixample,41.38417,2.15614,Entire home/apt,99,2,9,2019-10-20,1.08,33,209
29820833,Yays Sagrera Studio,206349979,Yays Sagrera,Sant Andreu,el Congrés i els Indians,41.42166,2.18002,Entire home/apt,40,32,1,2019-07-06,0.24,8,222
29821418,Loft with terrace in the city center,5184220,Frédéric,Ciutat Vella,el Raval,41.37931,2.16357,Entire home/apt,52,30,0,,,1,252
29823274,Casa Putxet with Terrace near Park Güell,148901183,José Luis,Sarrià-Sant Gervasi,el Putxet i el Farró,41.41095,2.14051,Entire home/apt,89,4,37,2019-10-24,3.16,4,46
29823984,Big bedroom at Plaza Reial,224331801,Tadeu,Ciutat Vella,el Barri Gòtic,41.37911,2.1773,Private room,20,2,10,2019-06-02,1.46,2,68
29825447,Home with terrace,20176026,Persiis,Gràcia,la Vila de Gràcia,41.40503,2.15591,Private room,70,2,1,2018-12-27,0.09,1,0
29828839,Explore Historic Sites from a Tranquil Old Town Apartment,224372816,Henrik,Ciutat Vella,el Raval,41.3819,2.16734,Entire home/apt,80,4,57,2019-10-19,4.87,9,117
29829040,Iluminada habitacion en Eixample,224373551,Maria Myrthes,Eixample,la Nova Esquerra de l'Eixample,41.38901,2.14938,Private room,40,2,0,,,4,281
29829876,Wonderful spacious luminous apartment CENTER,224372816,Henrik,Ciutat Vella,el Raval,41.38323,2.16746,Entire home/apt,65,4,55,2019-11-02,4.95,9,108
29841287,BCNGOTIC 44,6797428,Bellart,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38296,2.18099,Entire home/apt,155,3,16,2019-10-05,1.40,15,269
29841719,BCNGOTIC 34,6797428,Bellart,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38316,2.18049,Entire home/apt,155,3,2,2019-10-04,0.20,15,289
29842122,THE HIPSTEL PASEO DE GRACIA -ROOM 5 people with wc,23968212,The Hipstel Paseo De Gracia,Eixample,la Dreta de l'Eixample,41.39269,2.16256,Hotel room,240,1,0,,,11,359
29843019,THE HIPSTEL PASEO DE GRACIA -ROOM 6 people with wc,23968212,The Hipstel Paseo De Gracia,Eixample,la Dreta de l'Eixample,41.39252,2.16224,Hotel room,350,1,3,2019-06-19,0.27,11,359
29843869,THE HIPSTEL PASEO DE GRACIA ROOM 4 people sharedwc,23968212,The Hipstel Paseo De Gracia,Eixample,la Dreta de l'Eixample,41.39321,2.16418,Hotel room,250,1,0,,,11,355
29845538,THE HIPSTEL PASEO DE GRACIA ROOM 5 people sharedwc,23968212,The Hipstel Paseo De Gracia,Eixample,la Dreta de l'Eixample,41.39185,2.1637,Hotel room,250,1,1,2019-03-14,0.12,11,341
29845885,THE HIPSTEL PASEO DE GRACIA ROOM 6 people sharedwc,23968212,The Hipstel Paseo De Gracia,Eixample,la Dreta de l'Eixample,41.39323,2.16404,Hotel room,250,1,0,,,11,342
29846497,Sagrada Familia Barcelona Deluxe,2819397,Leslie,Eixample,la Sagrada Família,41.40797,2.17674,Entire home/apt,150,7,1,2019-05-06,0.16,31,354
29847064,ATICO CENTRICO con vistas,218631543,Estefi,Eixample,Sant Antoni,41.37573,2.16607,Entire home/apt,75,7,6,2019-09-24,0.53,1,68
29847117,Paseo de Gracia 2 Hab 5 1,9784103,Apartime,Eixample,la Dreta de l'Eixample,41.39331,2.17037,Entire home/apt,125,3,9,2019-10-22,0.73,33,267
29850255,En el centro de Barcelona Barrio de Sants,9534151,Pla Pastrana,Sants-Montjuïc,Sants,41.37741,2.13734,Entire home/apt,80,31,1,2019-04-23,0.15,2,365
29851514,巴塞罗那市中心格兰大道之家,110246935,Mianyuanjin,Eixample,el Fort Pienc,41.39761,2.17973,Private room,16,30,0,,,1,0
29867676,HABITACIÓN EN BARCELONA,13885084,Familia,Sant Andreu,Navas,41.41624,2.18753,Private room,31,3,32,2019-10-25,2.87,1,55
29868935,Habitación doble a 10 minutos  en metro del centro,159544528,Olga,Sant Martí,Sant Martí de Provençals,41.4199,2.20022,Private room,35,2,42,2019-10-27,3.83,1,114
29869107,THE HIPSTEL PASEO DE GRACIA -ROOM 4 people with wc,23968212,The Hipstel Paseo De Gracia,Eixample,la Dreta de l'Eixample,41.39195,2.16395,Hotel room,250,1,0,,,11,359
29870031,The Hipstel Paseo de Gracia Hostel BED IN DORM 10,23968212,The Hipstel Paseo De Gracia,Eixample,la Dreta de l'Eixample,41.39188,2.16417,Hotel room,90,1,28,2019-10-29,2.49,11,335
29870037,The Hipstel Paseo de Gracia Hostel BED IN DORM 12,23968212,The Hipstel Paseo De Gracia,Eixample,la Dreta de l'Eixample,41.39135,2.16204,Hotel room,90,1,21,2019-10-21,1.83,11,314
29871079,Nice & Comfy 3Bed Sleeps5 near Plaza Catalunya,202848558,Esther Y Alex,Eixample,la Dreta de l'Eixample,41.38994,2.17457,Entire home/apt,85,1,20,2019-11-04,1.79,21,353
29871300,Amplio Apartamento cerca Ramblas,62227631,Barbara,Ciutat Vella,el Raval,41.3782,2.17566,Entire home/apt,148,1,42,2019-10-21,3.66,1,339
29872103,One Bedroom Apartment (4pers) near Sagrada Familia,223664047,Short Stay Group,Eixample,la Sagrada Família,41.40361,2.17374,Entire home/apt,219,1,2,2019-04-26,0.19,5,344
29872270,1 Bedroom Apartment superior for extended stay (32+ nights) near Sagrada Familia!,223664047,Short Stay Group,Eixample,la Sagrada Família,41.40452,2.17358,Entire home/apt,83,1,1,2019-10-31,1,5,316
29872373,1 Bedroom superior Apartment near Sagrada Familia!,223664047,Short Stay Group,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40452,2.17177,Entire home/apt,219,1,1,2019-04-05,0.14,5,314
29872562,One Bedroom Atico Apartment for extended stay ( 32+ nights) in stunning Barcelona!,223664047,Short Stay Group,Eixample,la Sagrada Família,41.40459,2.17196,Entire home/apt,263,1,0,,,5,341
29872811,2 bedroom Atico Apartment near Sagrada Familia!,223664047,Short Stay Group,Eixample,la Sagrada Família,41.40369,2.17359,Entire home/apt,307,1,0,,,5,325
29873190,Hermosa Habitacion en el corazón del Raval.,224648839,Maxi,Ciutat Vella,el Raval,41.38122,2.16729,Private room,59,4,10,2019-08-18,0.85,7,180
29874105,Big Comfortable Room Well Located - Central Area,52525144,Luiz Fernando,Ciutat Vella,el Raval,41.37858,2.16869,Private room,33,2,28,2019-10-23,2.62,1,165
29874423,Happy People Sagrada Familia Gaudi Apartment for 2,220045133,Happy People,Eixample,la Sagrada Família,41.40186,2.1743,Entire home/apt,3000,1,0,,,7,4
29874454,Single Bed in 6 bed Female,7104112,Hannelore,Eixample,l'Antiga Esquerra de l'Eixample,41.39072,2.15992,Hotel room,30,1,10,2019-10-24,0.93,11,93
29874574,Happy People Sagrada Familia Amazing Luxury apartment for 6,220045133,Happy People,Eixample,la Sagrada Família,41.40313,2.17503,Entire home/apt,3000,1,0,,,7,327
29874768,Superior Terrace at Negresco Princess,219668721,Negresco Princess,Eixample,la Dreta de l'Eixample,41.39101,2.17199,Private room,999,1,0,,,4,256
29874786,Superior City View at Negresco Princess,219668721,Negresco Princess,Eixample,la Dreta de l'Eixample,41.38994,2.17217,Private room,999,1,0,,,4,173
29874805,Superior Eixample at Negresco Princess,219668721,Negresco Princess,Eixample,la Dreta de l'Eixample,41.39117,2.17149,Private room,999,1,0,,,4,244
29874838,Double Basic at Negresco Princess,219668721,Negresco Princess,Eixample,la Dreta de l'Eixample,41.3896,2.17352,Private room,999,1,0,,,4,261
29875560,Magnifica habitacion exterior,224373551,Maria Myrthes,Eixample,la Nova Esquerra de l'Eixample,41.38863,2.14843,Private room,40,2,1,2019-01-20,0.10,4,365
29879141,Apartment Eixample Sants Station,224692065,Monica,Eixample,la Nova Esquerra de l'Eixample,41.37978,2.14553,Entire home/apt,80,4,36,2019-10-07,3.09,1,100
29880293,"Gotic Room AIR-CONDITION for 4 ppl
 in Bario Gotic",180058584,Jimmy,Ciutat Vella,el Barri Gòtic,41.38079,2.17934,Private room,135,1,42,2019-10-14,3.94,2,65
29880504,Комната в центре Барселоны 6,168596223,Olí,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39549,2.14752,Private room,35,3,0,,,8,90
29889535,Casa Cosi - Mallorca 3,35936647,Casa Cosi,Eixample,l'Antiga Esquerra de l'Eixample,41.38755,2.15399,Entire home/apt,300,1,28,2019-10-21,2.73,17,330
29890226,Attik by StaYourWay (longstay apartment),9916442,Stayourway Bcn,Ciutat Vella,el Barri Gòtic,41.38536,2.17361,Entire home/apt,58,32,2,2019-08-08,0.42,7,163
29890992,Art Gallery Apartment PATIO,9784103,Apartime,Sants-Montjuïc,el Poble Sec,41.37482,2.16237,Entire home/apt,120,1,9,2019-10-08,0.90,33,353
29893175,Sants 1 bdr apartment with terrace,224784048,Weflating Sants,Sants-Montjuïc,Sants,41.37725,2.13704,Entire home/apt,88,3,5,2019-10-12,0.49,4,154
29893232,Gran apartamento en ramblas,153855743,Daniela,Eixample,l'Antiga Esquerra de l'Eixample,41.38781,2.15562,Entire home/apt,180,2,24,2019-10-20,2.29,2,108
29896985,SUNNY • 2BDR • Luxury • Heart • Gotico • Level 5★,4959266,Lux Apartments,Ciutat Vella,el Barri Gòtic,41.38379,2.17428,Entire home/apt,199,2,15,2019-08-31,1.30,7,290
29897380,087. San Juan 2 Apartment,396363,Oscar And Diego,Eixample,la Dreta de l'Eixample,41.40011,2.16691,Entire home/apt,84,33,0,,,99,359
29901377,Revitalized Rustic Minimalist Historical Flat,80951609,Ksenia&Erick,Eixample,la Sagrada Família,41.40785,2.17315,Entire home/apt,150,2,54,2019-10-26,4.45,6,161
29915205,Ideal for Students and workers  (Private Bath),213899938,Residencia,Eixample,l'Antiga Esquerra de l'Eixample,41.39282,2.14786,Private room,26,30,1,2019-10-05,0.83,7,364
29915604,1 Bedroom Apartment in 18th century building available for long stays ( 32 nights minimum),223786975,Short Stay Group,Ciutat Vella,el Barri Gòtic,41.38319,2.17491,Private room,64,32,0,,,2,340
29915833,Doble  Room (Plz.España ) center Barcelona,15743379,Reddy,Eixample,la Nova Esquerra de l'Eixample,41.37928,2.15048,Private room,45,3,32,2019-11-04,2.88,2,259
29929478,Aguilera -  Luxury Loft with Terrace in El Borne,23219750,Richard,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38984,2.17717,Entire home/apt,55,30,3,2019-07-30,0.27,1,112
29940784,Habitacion doble en alquiler,225107853,Kiavash,Eixample,la Nova Esquerra de l'Eixample,41.38379,2.14273,Private room,36,1,17,2019-10-19,1.74,4,313
29941662,SAGRADA FAMILIA 3-Bright  new apartment,18002674,Milica,Eixample,la Sagrada Família,41.40931,2.17304,Entire home/apt,160,2,74,2019-10-20,6.22,3,156
29942381,Habitación Doble Barcelona Parque Güell,204697593,Noemi,Gràcia,Vallcarca i els Penitents,41.41588,2.14666,Private room,38,1,12,2019-10-01,2.57,2,312
29949238,Habitación 2 privada en el centro de Barcelona,199021370,Juan Ramon,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3895,2.17952,Private room,30,1,27,2019-10-26,2.48,4,287
29950364,Gracia Wonderful 2 Bedrooms Apartment,225182276,Emi Amira,Gràcia,la Vila de Gràcia,41.40332,2.16049,Entire home/apt,129,3,0,,,1,298
29952574,"Valle de Hebrón , Mundet  UB, MIR",56058077,Oskar,Horta-Guinardó,la Vall d'Hebron,41.43367,2.14903,Entire home/apt,38,30,0,,,1,159
29953297,Habitación Centro Barcelona,225202679,Alle,Sants-Montjuïc,el Poble Sec,41.37278,2.15549,Private room,16,29,0,,,1,0
29953820,"Bright, cosy room + private bathroom in Poble Sec",2864580,Isabelle,Sants-Montjuïc,el Poble Sec,41.37231,2.16566,Private room,50,3,49,2019-11-04,4.19,1,127
29954119,Cool apartment in Ramblas,222949980,Blanca,Ciutat Vella,el Raval,41.38069,2.17138,Private room,79,2,10,2019-10-13,0.93,2,317
29954662,Modern chic apartment near city center!,971768,Akira,Eixample,la Nova Esquerra de l'Eixample,41.3869,2.15084,Entire home/apt,145,1,7,2019-11-01,0.67,15,296
29955641,2 double bed rooms in apartment-Diagonal/Glories,38271576,Berta,Sant Martí,Provençals del Poblenou,41.40616,2.19377,Private room,110,2,6,2019-07-31,0.57,1,20
29956484,Acogedora habitación en el corazón de Barcelona,225229234,Delia Cecilia,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39493,2.14792,Private room,49,1,68,2019-11-06,5.71,1,76
29957113,Habitación cómoda con llave 5,15852448,Olí,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39667,2.14905,Private room,30,3,3,2019-09-26,0.26,9,89
29959756,NEW CENTRAL LOFT near the beach,3026821,Gabriele,Ciutat Vella,la Barceloneta,41.37914,2.19036,Entire home/apt,46,31,7,2019-10-05,0.65,1,360
29959864,Brilliant room @Plaza Catalunya w/private bathroom,194084947,Gloria & Gaby,Eixample,la Dreta de l'Eixample,41.39005,2.163,Private room,89,1,75,2019-10-18,6.37,6,170
29960484,"Cosy and clean double room, excelent location",223864550,Marina,Ciutat Vella,el Barri Gòtic,41.38575,2.17433,Private room,50,1,1,2019-09-28,0.70,1,363
29962617,Luxury @Rambla: bedroom + livingroom 1,194084947,Gloria & Gaby,Eixample,la Dreta de l'Eixample,41.39033,2.16488,Private room,89,1,57,2019-10-23,6.24,6,176
29966554,Big room for 2@PlazaUniversitat w/private bathroom,223869554,Clayton,Eixample,l'Antiga Esquerra de l'Eixample,41.38704,2.15906,Private room,69,1,69,2019-10-22,5.77,2,169
29972826,rip2 RIGHT IN THE GOTHIC QUARTER,1447144,Acomodis Apartments,Ciutat Vella,el Barri Gòtic,41.38462,2.17385,Entire home/apt,160,1,0,,,90,358
29973291,"Double room in El Raval, near MACBA.",34027820,Oriana,Ciutat Vella,el Raval,41.38284,2.16534,Private room,50,1,0,,,1,0
29974746,2 bedrooms 80m2 apart. located in a 1900' building,8872272,Pierre,Eixample,la Dreta de l'Eixample,41.39304,2.17692,Private room,75,6,6,2019-10-29,0.88,1,160
29975137,Mediterranean-feel vibrant studio available at Yays Sagrera for a minimum of 32+ nights!,206349979,Yays Sagrera,Sant Andreu,el Congrés i els Indians,41.42242,2.18049,Entire home/apt,31,1,2,2019-10-02,0.34,8,252
29975376,Vibrant cuban-feel one bedroom at Yays Sagrera for minimum of 32+ nights in Barcelona!,206349979,Yays Sagrera,Sant Andreu,el Congrés i els Indians,41.42159,2.18022,Entire home/apt,40,1,1,2019-08-27,0.40,8,252
29975907,Quiet & bright comfortable apartment - Barceloneta,59223335,Anna,Ciutat Vella,la Barceloneta,41.3824,2.18654,Entire home/apt,33,180,1,2019-07-01,0.23,5,11
29975956,rip3 RIGHT IN THE GOTHIC QUARTER,1447144,Acomodis Apartments,Ciutat Vella,el Barri Gòtic,41.3865,2.17538,Entire home/apt,160,1,0,,,90,358
